npanxx	state	rate_center	ocn	line_class
240817	MD	ASHTON236	6855	W
240818	MD	MYERSVILLE	6395	W
240819	MD	WILLIAMSPT	876D	V
240820	MD	ASHTON238	876D	V
240821	MD	WSHNGTNZN3	829J	L
240822	MD	NEW MARKET	876D	V
240823	MD	BRANDYWINE	7229	L
240824	MD	FROSTBURG	876D	V
240825	MD	WSHNGTNZN4	6395	W
240826	MD	WSNGTNZN10	9212	L
240827	MD	LONACONING	876D	V
240828	MD	WSHNGTNZN4	073H	V
240829	MD	EMMITSBURG	469J	L
240830	MD	WSHNGTNZN5	318J	V
240831	MD	FREDERICK	876D	V
240832	MD	WSHNGTNZN2	6855	W
240833	MD	WSNGTNZN11	7229	L
240834	MD	KITZMILLER	876D	V
240835	MD	CLEAR SPG	624H	V
240836	MD	MT SAVAGE	876D	V
240837	MD	HUGHESVL	7229	L
240838	MD	WSHNGTNZN5	6855	W
240839	MD	WSHNGTNZN3	6395	W
240840	MD	FREDERICK	624H	V
240841	MD	LAUREL238	7229	L
240842	MD	WSNG238Z14	7229	L
240843	MD	WSNG238Z13	7229	L
240844	MD	RIDGE	876D	V
240845	MD	WSNG236Z13	7229	L
240846	MD	WSNGTNZN16	7229	L
240847	MD	WSHNGTNZN3	876D	V
240848	MD	GAITHERSBG	5562	W
240849	MD	HAGERSTOWN	7325	V
240850	MD	HAGERSTOWN	568G	V
240851	MD	MCCOOLE	876D	V
240852	MD	MYERSVILLE	6855	W
240853	MD	LAUREL236	071F	V
240854	MD	WSHNGTNZN4	6855	W
240855	MD	WSHNGTNZN2	6855	W
240856	MD	LAUREL238	6395	W
240857	MD	WSHNGTNZN5	7591	V
240858	MD	WSHNGTNZN2	6395	W
240859	MD	ASHTON238	876D	V
240860	MD	CUMBERLAND	568G	V
240861	MD	ASHTON236	6855	W
240862	MD	MT SAVAGE	876D	V
240863	MD	WSHNGTNZN3	7591	V
240864	MD	WSNGTNZN10	829J	L
240865	MD	WSNG238Z14	6119	V
240866	MD	HAGERSTOWN	145J	L
240867	MD	WSHNGTNZN3	939H	V
240868	MD	WSNGTNZN12	829J	L
240869	MD	WSNGTNZN10	6855	W
240870	MD	MIDDLETOWN	876D	V
240871	MD	LXTNPKGRML	6855	W
240872	MD	WSHNGTNZN6	6855	W
240873	MD	BUCKEYSTN	876D	V
240874	MD	THURMONT	876D	V
240875	MD	MOUNT AIRY	876D	V
240876	MD	WSHNGTNZN2	6855	W
240877	MD	FREDERICK	876D	V
240878	MD	HAGERSTOWN	939H	V
240879	MD	WSHNGTNZN4	6855	W
240880	MD	WSNGTNZN11	6119	V
240881	MD	WSNG238Z13	071F	V
240882	MD	WSHNGTNZN5	5562	W
240883	MD	ASHTON236	6119	V
240884	MD	TOMPKINSVL	624H	V
240885	MD	WSNGTNZN10	876D	V
240886	MD	WSHNGTNZN4	6855	W
240887	MD	ASHTON236	6855	W
240888	MD	WSNGTNZN10	4036	W
240889	MD	WSNGTNZN10	6855	W
240890	MD	WSHNGTNZN5	6395	W
240891	MD	DAMASCS240	6119	V
240892	MD	WSNG236Z15	6119	V
240893	MD	WSHNGTNZN3	4036	W
240894	MD	LXTNPKGRML	490J	W
240895	MD	LXTNPKGRML	9212	L
240896	MD	HAGERSTOWN	490J	W
240897	MD	WSNGTNZN16	6119	V
240898	MD	WSHNGTNZN4	6119	V
240899	MD	WSHNGTNZN2	6855	W
240900	MD	WSHNGTNZN4	876D	V
240901	MD	LA PLATA	508J	L
240902	MD	DAMASCS240	506J	V
240903	MD	INDIANHEAD	318J	V
240904	MD	LAUREL238	6395	W
240905	MD	BRANDYWINE	5562	W
240906	MD	WSHNGTNZN4	6855	W
240907	MD	WSNGTNZN10	6395	W
240908	MD	WALKERSVL	876D	V
240909	MD	LAUREL236	5562	W
240910	MD	FREDERICK	876D	V
240911	MD	XXXXXXXXXX	MULT	L
240912	MD	GAITHERSBG	829J	L
240913	MD	DAMASCS240	876D	V
240914	MD	HIGHFIELD	490J	W
240915	MD	NEW MARKET	073H	V
240916	MD	CUMBERLAND	6855	W
240917	MD	LAUREL236	4036	W
240918	MD	ASHTON236	6855	W
240919	MD	ASHTON236	6855	W
240920	MD	CUMBERLAND	6119	V
240921	MD	WSNGTNZN10	6855	W
240922	MD	WSNGTNZN11	965H	L
240923	MD	WSHNGTNZN6	6855	W
240924	MD	MOUNT AIRY	071F	V
240925	MD	LEONARDTN	6395	W
240926	MD	HUGHESVL	6855	W
240927	MD	WSHNGTNZN4	6855	W
240928	MD	MYERSVILLE	4036	W
240929	MD	WSNG236Z14	829J	L
240930	MD	LAUREL238	6395	W
240931	MD	FREDERICK	732J	V
240932	MD	WSNG236Z14	071F	V
240933	MD	BUCKEYSTN	516J	L
240934	MD	MIDDLETOWN	516J	L
240935	MD	LAUREL236	6395	W
240936	MD	ASHTON236	6855	W
240937	MD	GAITHERSBG	071F	V
240938	MD	ASHTON236	6855	W
240939	MD	WSNGTNZN11	071F	V
240940	MD	WSHNGTNZN4	071F	V
240941	MD	WSHNGTNZN2	071F	V
240942	MD	BITTINGER	876D	V
240943	MD	FROSTBURG	318J	V
240944	MD	WESTERNPT	876D	V
240945	MD	WSHNGTNZN3	876D	V
240946	MD	WSNG236Z14	965H	L
240947	MD	MYERSVILLE	4036	W
240948	MD	LEONARDTN	071F	V
240949	MD	WSNGTNZN16	829J	L
240950	MD			L
240951	MD	HAGERSTOWN	7325	V
240952	MD	HAGERSTOWN	7325	V
240953	MD	HAGERSTOWN	7325	V
240954	MD	HAGERSTOWN	7325	V
240955	MD	LA PLATA	071F	V
240956	MD	WSHNGTNZN2	876D	V
240957	MD	DAMASCS236	071F	V
240958	MD			L
240959	MD			L
240960	MD	WSHNGTNZN4	6855	W
240961	MD	POOLESVL	6395	W
240962	MD	LAUREL236	6395	W
240963	MD	WSHNGTNZN3	071F	V
240964	MD	CUMBERLAND	9212	L
240965	MD	WSNG236Z13	829J	L
240966	MD	WSNGTNZN16	516J	L
240967	MD	CUMBERLAND	6395	W
240968	MD	LAUREL236	4036	W
240969	MD	WALKERSVL	939H	V
240970	MD	WSNGTNZN12	876D	V
240971	MD	FREDERICK	508J	L
240972	MD	LAUREL238	8697	L
240973	MD	WSNGTNZN12	5562	W
240974	MD	WSNGTNZN10	4036	W
240975	MD	LAUREL238	6395	W
240976	MD	XXXXXXXXXX	MULT	L
240977	MD	WSHNGTNZN6	876D	V
240978	MD	ASHTON236	6855	W
240979	MD	CUMBERLAND	6119	V
240980	MD	LEONARDTN	6395	W
240981	MD	GAITHERSBG	732J	V
240982	MD	GAITHERSBG	876D	V
240983	MD	HAGERSTOWN	732J	V
240984	MD	NEW MARKET	7325	V
240985	MD	WILLIAMSPT	508J	L
240986	MD	NANJEMOY	876D	V
240987	MD	WSNGTNZN10	4036	W
240988	MD	WSHNGTNZN3	6855	W
240989	MD	MYERSVILLE	4036	W
240990	MD	LAUREL236	4036	W
240991	MD	ASHTON236	6855	W
240992	MD	WSNGTNZN10	6855	W
240993	MD	INDIANHEAD	7229	L
240994	MD	WSNGTNZN10	6395	W
240995	MD	FLINTSTONE	876D	V
240996	MD	BRUNSWICK	6119	V
240997	MD	WSHNGTNZN3	6395	W
240998	MD	HANCOCK	508J	L
240999	MD	XXXXXXXXXX	9212	L
248200	MI	SOUTHFIELD	829J	L
248201	MI	SOUTHFIELD	733J	L
248202	MI	PONTIAC	6534	W
248203	MI	BIRMINGHAM	9323	L
248204	MI	SOUTHFIELD	770E	V
248205	MI	BIRMINGHAM	770E	V
248206	MI	ROYAL OAK	6120	V
248207	MI	NORTHVILLE	6003	W
248208	MI	SOUTHFIELD	9323	L
248209	MI	PONTIAC	7279	L
248210	MI	PONTIAC	2964	W
248211	MI	XXXXXXXXXX	MULT	L
248212	MI	PONTIAC	5562	W
248213	MI	SOUTHFIELD	9323	L
248214	MI	PONTIAC	5562	W
248215	MI	HOLLY	770E	V
248216	MI	MILFDWH LK	6003	W
248217	MI	ROYAL OAK	6534	W
248218	MI	ROCHESTER	7279	L
248219	MI	ROYAL OAK	6534	W
248220	MI	BIRMINGHAM	829J	L
248221	MI	PONTIAC	770E	V
248222	MI	MILFDWH LK	6003	W
248223	MI	SOUTHFIELD	9323	L
248224	MI	ROYAL OAK	6534	W
248225	MI	BIRMINGHAM	6534	W
248226	MI	SOUTHFIELD	770E	V
248227	MI	BIRMINGHAM	6534	W
248228	MI	SOUTHFIELD	2550	L
248229	MI	BIRMINGHAM	6534	W
248230	MI	PONTIAC	6120	V
248231	MI	NORTHVILLE	6534	W
248232	MI	PONTIAC	6120	V
248233	MI	SOUTHFIELD	6120	V
248234	MI	SOUTHFIELD	508J	L
248235	MI	ROYAL OAK	9748	L
248236	MI	OXFORD	9323	L
248237	MI	AUBURN HTS	6120	V
248238	MI	CLARKSTON	2964	W
248239	MI	PONTIAC	7279	L
248240	MI	HOLLY	5562	W
248241	MI	CLARKSTON	770E	V
248242	MI	COMMERCE	770E	V
248243	MI	AUBURN HTS	6120	V
248244	MI	TROY	9323	L
248245	MI	HOLLY	6534	W
248246	MI	ROYAL OAK	6120	V
248247	MI	TROY	2550	L
248248	MI	NORTHVILLE	624H	V
248249	MI	HOLLY	5562	W
248250	MI	TROY	318J	V
248251	MI	TROY	6003	W
248252	MI	W BLOOMFLD	2964	W
248253	MI	PONTIAC	9323	L
248254	MI	W BLOOMFLD	829J	L
248255	MI	WALLEDLAKE	2964	W
248256	MI	OXFORD	6120	V
248257	MI	DRAYTON PL	6120	V
248258	MI	BIRMINGHAM	9323	L
248259	MI	ROYAL OAK	2964	W
248260	MI	AUBURN HTS	7279	L
248261	MI	BIRMINGHAM	6534	W
248262	MI	SOUTHFIELD	9323	L
248263	MI	SOUTHFIELD	9323	L
248264	MI	SOUTH LYON	7279	L
248265	MI	BIRMINGHAM	9323	L
248266	MI	ROCHESTER	991E	V
248267	MI	BIRMINGHAM	9323	L
248268	MI	ROYAL OAK	318J	V
248269	MI	TROY	9323	L
248270	MI	AUBURN HTS	7279	L
248271	MI	HOLLY	9748	L
248272	MI	PONTIAC	6630	L
248273	MI	TROY	9323	L
248274	MI	OXFORD	6120	V
248275	MI	TROY	6120	V
248276	MI	PONTIAC	9323	L
248277	MI	NORTHVILLE	5562	W
248278	MI	SOUTH LYON	5562	W
248279	MI	NORTHVILLE	9748	L
248280	MI	ROYAL OAK	9323	L
248281	MI	SOUTHFIELD	7279	L
248282	MI	BIRMINGHAM	7279	L
248283	MI	BIRMINGHAM	7279	L
248284	MI	ROYAL OAK	7279	L
248285	MI	PONTIAC	6003	W
248286	MI	SOUTHFIELD	817J	L
248287	MI	LAKE ORION	7279	L
248288	MI	ROYAL OAK	9323	L
248289	MI	AUBURN HTS	318J	V
248290	MI	BIRMINGHAM	829J	L
248291	MI	ROYAL OAK	7279	L
248292	MI	PONTIAC	7279	L
248293	MI	AUBURN HTS	9323	L
248294	MI	PONTIAC	770E	V
248295	MI	WALLEDLAKE	7279	L
248296	MI	PONTIAC	6003	W
248297	MI	CLARKSTON	6003	W
248298	MI	ROYAL OAK	829J	L
248299	MI	AUBURN HTS	9323	L
248300	MI	ROYAL OAK	6534	W
248301	MI	COMMERCE	318J	V
248302	MI	SOUTHFIELD	6003	W
248303	MI	PONTIAC	6003	W
248304	MI	SOUTHFIELD	9323	L
248305	MI	NORTHVILLE	9323	L
248306	MI	FARMINGTON	829J	L
248307	MI	ROYAL OAK	9323	L
248308	MI	NORTHVILLE	6003	W
248309	MI	PONTIAC	6003	W
248310	MI	PONTIAC	6003	W
248311	MI	XXXXXXXXXX	MULT	L
248312	MI	BIRMINGHAM	9323	L
248313	MI	WALLEDLAKE	829J	L
248314	MI	NORTHVILLE	9748	L
248315	MI	TROY	6534	W
248316	MI	ROYAL OAK	6630	L
248317	MI	ROYAL OAK	6630	L
248318	MI	PONTIAC	6003	W
248319	MI	NORTHVILLE	7279	L
248320	MI	SOUTHFIELD	6003	W
248321	MI	TROY	6003	W
248322	MI	PONTIAC	9323	L
248323	MI	PONTIAC	9748	L
248324	MI	FARMINGTON	9323	L
248325	MI	W BLOOMFLD	9323	L
248326	MI	PONTIAC	829J	L
248327	MI	SOUTHFIELD	770E	V
248328	MI	HOLLY	9323	L
248329	MI	MILFDWH LK	046L	L
248330	MI	PONTIAC	6003	W
248331	MI	SOUTHFIELD	9323	L
248332	MI	PONTIAC	9323	L
248333	MI	PONTIAC	9323	L
248334	MI	PONTIAC	9323	L
248335	MI	PONTIAC	9323	L
248336	MI	ROYAL OAK	9323	L
248338	MI	PONTIAC	9323	L
248339	MI	PONTIAC	9323	L
248340	MI	PONTIAC	9323	L
248341	MI	BIRMINGHAM	6120	V
248342	MI	PONTIAC	5562	W
248343	MI	PONTIAC	5562	W
248344	MI	NORTHVILLE	9323	L
248345	MI	NORTHVILLE	6534	W
248346	MI	W BLOOMFLD	2964	W
248347	MI	NORTHVILLE	9323	L
248348	MI	NORTHVILLE	9323	L
248349	MI	NORTHVILLE	9323	L
248350	MI	SOUTHFIELD	9323	L
248351	MI	SOUTHFIELD	9323	L
248352	MI	SOUTHFIELD	9323	L
248353	MI	SOUTHFIELD	9323	L
248354	MI	SOUTHFIELD	9323	L
248355	MI	SOUTHFIELD	9323	L
248356	MI	SOUTHFIELD	9323	L
248357	MI	SOUTHFIELD	9323	L
248358	MI	SOUTHFIELD	9323	L
248359	MI	SOUTHFIELD	9323	L
248360	MI	COMMERCE	9323	L
248361	MI	SOUTHFIELD	5562	W
248362	MI	TROY	9323	L
248363	MI	COMMERCE	9323	L
248364	MI	PONTIAC	9323	L
248365	MI	PONTIAC	7279	L
248366	MI	COMMERCE	9323	L
248367	MI	ROYAL OAK	9748	L
248368	MI	SOUTHFIELD	9323	L
248369	MI	HOLLY	7279	L
248370	MI	PONTIAC	9323	L
248371	MI	PONTIAC	9323	L
248372	MI	SOUTHFIELD	9323	L
248373	MI	PONTIAC	9323	L
248374	MI	NORTHVILLE	9323	L
248375	MI	ROCHESTER	9323	L
248376	MI	ROYAL OAK	6534	W
248377	MI	PONTIAC	9323	L
248378	MI	NORTHVILLE	2964	W
248379	MI	TROY	2964	W
248380	MI	NORTHVILLE	9323	L
248381	MI	FARMINGTON	6120	V
248382	MI	HOLLY	6120	V
248383	MI	DRAYTON PL	829J	L
248384	MI	CLARKSTON	829J	L
248385	MI	BIRMINGHAM	6534	W
248386	MI	SOUTHFIELD	9323	L
248387	MI	COMMERCE	829J	L
248388	MI	SOUTHFIELD	5562	W
248389	MI	SOUTHFIELD	6534	W
248390	MI	PONTIAC	5562	W
248391	MI	PONTIAC	9323	L
248392	MI	PONTIAC	5562	W
248393	MI	PONTIAC	9323	L
248394	MI	CLARKSTON	9323	L
248395	MI	SOUTHFIELD	9323	L
248396	MI	PONTIAC	5562	W
248397	MI	ROYAL OAK	7279	L
248398	MI	ROYAL OAK	9323	L
248399	MI	ROYAL OAK	9323	L
248400	MI	SOUTHFIELD	9748	L
248401	MI	ROYAL OAK	6630	L
248402	MI	ROCHESTER	829J	L
248403	MI	CLARKSTON	2964	W
248404	MI	TROY	9323	L
248405	MI	ROYAL OAK	6630	L
248406	MI	W BLOOMFLD	829J	L
248407	MI	AUBURN HTS	9748	L
248408	MI	PONTIAC	6003	W
248409	MI	PONTIAC	829J	L
248410	MI	PONTIAC	6003	W
248411	MI	XXXXXXXXXX	MULT	L
248412	MI	NORTHVILLE	6120	V
248413	MI	ROCHESTER	6120	V
248414	MI	ROYAL OAK	9323	L
248415	MI	SOUTHFIELD	7279	L
248416	MI	SOUTHFIELD	6003	W
248417	MI	SOUTHFIELD	6003	W
248418	MI	PONTIAC	829J	L
248419	MI	W BLOOMFLD	6120	V
248420	MI	PONTIAC	6534	W
248421	MI	PONTIAC	6534	W
248422	MI	TROY	829J	L
248423	MI	SOUTHFIELD	9323	L
248424	MI	SOUTHFIELD	9323	L
248425	MI	PONTIAC	6534	W
248426	MI	FARMINGTON	9323	L
248427	MI	FARMINGTON	9323	L
248428	MI	MILFDWH LK	829J	L
248429	MI	OXFORD	829J	L
248430	MI	BIRMINGHAM	7279	L
248431	MI	PONTIAC	5562	W
248432	MI	W BLOOMFLD	6120	V
248433	MI	BIRMINGHAM	9323	L
248434	MI	TROY	6120	V
248435	MI	ROYAL OAK	9323	L
248436	MI	SOUTHFIELD	6120	V
248437	MI	SOUTH LYON	9323	L
248438	MI	WALLEDLAKE	6120	V
248439	MI	ROYAL OAK	961J	L
248440	MI	SOUTHFIELD	829J	L
248441	MI	AUBURN HTS	9748	L
248442	MI	FARMINGTON	9323	L
248443	MI	SOUTHFIELD	9323	L
248444	MI	NORTHVILLE	6003	W
248445	MI	SOUTHFIELD	9323	L
248446	MI	SOUTH LYON	9323	L
248447	MI	SOUTHFIELD	9323	L
248448	MI	SOUTHFIELD	9323	L
248449	MI	NORTHVILLE	9323	L
248450	MI	SOUTHFIELD	318J	V
248451	MI	PONTIAC	9323	L
248452	MI	PONTIAC	9323	L
248453	MI	ROCHESTER	7279	L
248454	MI	PONTIAC	9323	L
248455	MI	SOUTHFIELD	9323	L
248456	MI	PONTIAC	9323	L
248457	MI	TROY	9323	L
248458	MI	BIRMINGHAM	9323	L
248459	MI	HOLLY	6003	W
248460	MI	OXFORD	7279	L
248461	MI	DRAYTON PL	7279	L
248462	MI	PONTIAC	6534	W
248463	MI	BIRMINGHAM	9323	L
248464	MI	PONTIAC	6534	W
248465	MI	NORTHVILLE	9323	L
248466	MI	PONTIAC	197D	V
248467	MI	HOLLY	5562	W
248468	MI	NORTHVILLE	829J	L
248469	MI	SOUTHFIELD	9245	L
248470	MI	SOUTHFIELD	5562	W
248471	MI	FARMINGTON	9323	L
248472	MI	MILFDWH LK	318J	V
248473	MI	FARMINGTON	9323	L
248474	MI	FARMINGTON	9323	L
248475	MI	PONTIAC	9323	L
248476	MI	FARMINGTON	9323	L
248477	MI	FARMINGTON	9323	L
248478	MI	FARMINGTON	9323	L
248479	MI	FARMINGTON	7279	L
248480	MI	BIRMINGHAM	318J	V
248481	MI	PONTIAC	318J	V
248482	MI	FARMINGTON	7279	L
248483	MI	SOUTHFIELD	9323	L
248484	MI	PONTIAC	817J	L
248485	MI	SOUTHFIELD	817J	L
248486	MI	SOUTH LYON	9323	L
248487	MI	W BLOOMFLD	829J	L
248488	MI	FARMINGTON	9323	L
248489	MI	FARMINGTON	9323	L
248490	MI	BIRMINGHAM	6534	W
248491	MI	SOUTH LYON	6120	V
248492	MI	CLARKSTON	6003	W
248493	MI	SOUTH LYON	817J	L
248494	MI	PONTIAC	6534	W
248495	MI	ROCHESTER	2964	W
248496	MI	PONTIAC	6003	W
248497	MI	SOUTHFIELD	5562	W
248498	MI	TROY	817J	L
248499	MI	PONTIAC	5562	W
248500	MI	MILFDWH LK	6534	W
248501	MI	SOUTHFIELD	9323	L
248502	MI	BIRMINGHAM	7279	L
248503	MI	SOUTHFIELD	9323	L
248504	MI	NORTHVILLE	6120	V
248505	MI	PONTIAC	6003	W
248506	MI	ROYAL OAK	5562	W
248507	MI	CLARKSTON	6003	W
248508	MI	SOUTHFIELD	6003	W
248509	MI	TROY	543C	V
248510	MI	SOUTHFIELD	6003	W
248511	MI	XXXXXXXXXX	MULT	L
248512	MI	PONTIAC	9323	L
248513	MI	NORTHVILLE	6003	W
248514	MI	SOUTHFIELD	6003	W
248515	MI	TROY	6003	W
248516	MI	FARMINGTON	516C	L
248517	MI	FARMINGTON	6534	W
248518	MI	CLARKSTON	508J	L
248519	MI	TROY	829J	L
248520	MI	PONTIAC	6003	W
248521	MI	SOUTHFIELD	5562	W
248522	MI	FARMINGTON	6120	V
248523	MI	FARMINGTON	9748	L
248524	MI	TROY	9323	L
248525	MI	TROY	2964	W
248526	MI	TROY	9323	L
248527	MI	PONTIAC	9748	L
248528	MI	TROY	9323	L
248529	MI	MILFDWH LK	770E	V
248530	MI	BIRMINGHAM	829J	L
248531	MI	HOLLY	829J	L
248532	MI	ORTONVILLE	6003	W
248533	MI	NORTHVILLE	6003	W
248534	MI	HOLLY	6120	V
248535	MI	PONTIAC	6003	W
248536	MI	FARMINGTON	829J	L
248537	MI	AUBURN HTS	829J	L
248538	MI	W BLOOMFLD	9323	L
248539	MI	W BLOOMFLD	9323	L
248540	MI	BIRMINGHAM	9323	L
248541	MI	ROYAL OAK	9323	L
248542	MI	ROYAL OAK	9323	L
248543	MI	ROYAL OAK	9323	L
248544	MI	ROYAL OAK	9323	L
248545	MI	ROYAL OAK	9323	L
248546	MI	ROYAL OAK	9323	L
248547	MI	ROYAL OAK	9323	L
248548	MI	ROYAL OAK	9323	L
248549	MI	ROYAL OAK	9323	L
248550	MI	BIRMINGHAM	6534	W
248551	MI	ROYAL OAK	9323	L
248552	MI	SOUTHFIELD	9323	L
248553	MI	FARMINGTON	9323	L
248554	MI	ROYAL OAK	9323	L
248555	MI	DIR ASST	MULT	L
248556	MI	ROYAL OAK	829J	L
248557	MI	SOUTHFIELD	9323	L
248558	MI	CLARKSTON	2964	W
248559	MI	SOUTHFIELD	9323	L
248560	MI	WALLEDLAKE	829J	L
248561	MI	TROY	6003	W
248562	MI	W BLOOMFLD	6120	V
248563	MI	PONTIAC	6003	W
248564	MI	AUBURN HTS	7279	L
248565	MI	ROYAL OAK	6120	V
248566	MI	BIRMINGHAM	6120	V
248567	MI	NORTHVILLE	7279	L
248568	MI	PONTIAC	6003	W
248569	MI	SOUTHFIELD	9323	L
248570	MI	PONTIAC	9748	L
248571	MI	ROYAL OAK	6534	W
248572	MI	OXFORD	770E	V
248573	MI	SOUTH LYON	770E	V
248574	MI	WALLEDLAKE	046L	L
248575	MI	CLARKSTON	7279	L
248576	MI	PONTIAC	9323	L
248577	MI	ROYAL OAK	9323	L
248578	MI	NORTHVILLE	6630	L
248579	MI	FARMINGTON	6120	V
248580	MI	PONTIAC	6630	L
248581	MI	ROYAL OAK	7279	L
248582	MI	ROYAL OAK	9323	L
248583	MI	ROYAL OAK	9323	L
248584	MI	ROYAL OAK	9323	L
248585	MI	ROYAL OAK	9323	L
248586	MI	ROYAL OAK	9323	L
248587	MI	SOUTH LYON	829J	L
248588	MI	ROYAL OAK	9323	L
248589	MI	ROYAL OAK	9323	L
248590	MI	BIRMINGHAM	770E	V
248591	MI	ROYAL OAK	9323	L
248592	MI	W BLOOMFLD	9323	L
248593	MI	BIRMINGHAM	9323	L
248594	MI	BIRMINGHAM	9323	L
248595	MI	SOUTHFIELD	9714	L
248596	MI	NORTHVILLE	9323	L
248597	MI	ROYAL OAK	9323	L
248598	MI	AUBURN HTS	6120	V
248599	MI	DRAYTON PL	770E	V
248600	MI	PONTIAC	543C	V
248601	MI	ROCHESTER	9323	L
248602	MI	TROY	5562	W
248603	MI	SOUTHFIELD	9323	L
248604	MI	SOUTHFIELD	6630	L
248605	MI	CLARKSTON	6120	V
248606	MI	AUBURN HTS	9323	L
248607	MI	ROYAL OAK	6120	V
248608	MI	ROCHESTER	9323	L
248609	MI	ROCHESTER	829J	L
248610	MI	PONTIAC	6630	L
248611	MI	XXXXXXXXXX	MULT	L
248612	MI	HOLLY	9748	L
248613	MI	PONTIAC	6534	W
248614	MI	BIRMINGHAM	9323	L
248615	MI	FARMINGTON	9323	L
248616	MI	ROYAL OAK	9323	L
248617	MI	SOUTH LYON	318J	V
248618	MI	DRAYTON PL	9323	L
248619	MI	TROY	9323	L
248620	MI	CLARKSTON	9323	L
248621	MI	SOUTHFIELD	2550	L
248622	MI	PONTIAC	6534	W
248623	MI	DRAYTON PL	9323	L
248624	MI	WALLEDLAKE	9323	L
248625	MI	CLARKSTON	9323	L
248626	MI	W BLOOMFLD	9323	L
248627	MI	ORTONVILLE	0695	L
248628	MI	OXFORD	9323	L
248629	MI	ROYAL OAK	770E	V
248630	MI	PONTIAC	6120	V
248631	MI	BIRMINGHAM	770E	V
248632	MI	ROYAL OAK	5562	W
248633	MI	BIRMINGHAM	2550	L
248634	MI	HOLLY	9323	L
248635	MI	TROY	2964	W
248636	MI	PONTIAC	6120	V
248637	MI	BIRMINGHAM	9323	L
248638	MI	MILFDWH LK	6003	W
248639	MI	PONTIAC	6120	V
248640	MI	SOUTHFIELD	5562	W
248641	MI	BIRMINGHAM	9323	L
248642	MI	BIRMINGHAM	9323	L
248643	MI	BIRMINGHAM	9323	L
248644	MI	BIRMINGHAM	9323	L
248645	MI	BIRMINGHAM	9323	L
248646	MI	BIRMINGHAM	9323	L
248647	MI	BIRMINGHAM	9323	L
248648	MI	PONTIAC	770E	V
248649	MI	BIRMINGHAM	9323	L
248650	MI	ROCHESTER	9323	L
248651	MI	ROCHESTER	9323	L
248652	MI	ROCHESTER	9323	L
248653	MI	HOLLY	5562	W
248654	MI	ROYAL OAK	7279	L
248655	MI	ROYAL OAK	9323	L
248656	MI	ROCHESTER	9323	L
248657	MI	CLARKSTON	9714	L
248658	MI	ROYAL OAK	829J	L
248659	MI	ROCHESTER	7279	L
248660	MI	HOLLY	6003	W
248661	MI	W BLOOMFLD	9323	L
248662	MI	NORTHVILLE	829J	L
248663	MI	SOUTHFIELD	829J	L
248664	MI	MILFDWH LK	6003	W
248665	MI	SOUTHFIELD	829J	L
248666	MI	DRAYTON PL	9323	L
248667	MI	SOUTH LYON	5562	W
248668	MI	WALLEDLAKE	9323	L
248669	MI	WALLEDLAKE	9323	L
248670	MI	TROY	2964	W
248671	MI	W BLOOMFLD	7279	L
248672	MI	PONTIAC	6003	W
248673	MI	DRAYTON PL	9323	L
248674	MI	DRAYTON PL	9323	L
248675	MI	NORTHVILLE	770E	V
248676	MI	MILFDWH LK	0695	L
248677	MI	ROYAL OAK	770E	V
248678	MI	AUBURN HTS	829J	L
248679	MI	NORTHVILLE	6120	V
248680	MI	TROY	9323	L
248681	MI	PONTIAC	9323	L
248682	MI	PONTIAC	9323	L
248683	MI	PONTIAC	9323	L
248684	MI	MILFDWH LK	0695	L
248685	MI	MILFDWH LK	0695	L
248686	MI	BIRMINGHAM	6120	V
248687	MI	TROY	770E	V
248688	MI	TROY	770E	V
248689	MI	TROY	9323	L
248690	MI	LAKE ORION	829J	L
248691	MI	ROYAL OAK	9323	L
248692	MI	NORTHVILLE	7279	L
248693	MI	LAKE ORION	9323	L
248694	MI	COMMERCE	7279	L
248695	MI	BIRMINGHAM	4632	L
248696	MI	BIRMINGHAM	9323	L
248697	MI	NORTHVILLE	7279	L
248698	MI	COMMERCE	9323	L
248699	MI	FARMINGTON	770E	V
248700	MI			L
248701	MI	PONTIAC	6534	W
248702	MI	W BLOOMFLD	7279	L
248703	MI	TROY	2964	W
248704	MI	NORTHVILLE	6003	W
248705	MI	PONTIAC	6534	W
248706	MI	PONTIAC	9323	L
248707	MI	CLARKSTON	2964	W
248708	MI	HOLLY	817J	L
248709	MI	TROY	6003	W
248710	MI	ROCHESTER	9714	L
248711	MI	XXXXXXXXXX	MULT	L
248712	MI	BIRMINGHAM	7279	L
248713	MI	ORTONVILLE	770E	V
248714	MI	MILFDWH LK	7279	L
248715	MI	FARMINGTON	817J	L
248716	MI	COMMERCE	991E	V
248717	MI	MILFDWH LK	991E	V
248718	MI	ORTONVILLE	6003	W
248719	MI	NORTHVILLE	6534	W
248720	MI	TROY	829J	L
248721	MI	ROYAL OAK	6120	V
248722	MI	W BLOOMFLD	2964	W
248723	MI	BIRMINGHAM	9323	L
248724	MI	PONTIAC	2550	L
248725	MI	PONTIAC	9748	L
248726	MI	ROCHESTER	6120	V
248727	MI	SOUTHFIELD	7279	L
248728	MI	SOUTHFIELD	7279	L
248729	MI	TROY	7279	L
248730	MI	W BLOOMFLD	2964	W
248731	MI	BIRMINGHAM	6120	V
248732	MI	PONTIAC	770E	V
248733	MI	ROYAL OAK	9323	L
248734	MI	BIRMINGHAM	6534	W
